from,to,count,
NIAGUIS,SARE BIDJI,5,No
NIAGUIS,DJIBANAR,8,No
NIAGUIS,DJIREDJI,1,No
NIAGUIS,DIAROUME,0,No
NIAGUIS,BONA,2,No
NIAGUIS,KARANTABA,0,No
NIAGUIS,DIENDE,7,No
NIAGUIS,BOGHAL,1,No
NIAGUIS,SIMBANDI BRASSOU,0,No
NIAGUIS,DJIBABOUYA,4,No
NIAGUIS,CABROUSSE,13,No
NIAGUIS,LOUDIA OUOLOF,5,No
NIAGUIS,SINDIAN,2,No
NIAGUIS,TENGHORY,20,No
NIAGUIS,KATABA I,8,No
NIAGUIS,TENDOUCK,1,No
NIAGUIS,NYASSIA,4,No
NIAGUIS,BANDAFASSI,1,No
NIAGUIS,BEMBOU,0,No
NIAGUIS,DAKATELY,0,No
NIAGUIS,DAR SALAM,0,No
NIAGUIS,FONGOLIMBI,0,No
NIAGUIS,SABODALA,0,No
NIAGUIS,KOUSSANAR,1,No
NIAGUIS,MISSIRAH,0,No
NIAGUIS,MAKACOULIBANTANG,0,No
NIAGUIS,KOUTHIABA OUOLOF,1,No
NIAGUIS,BAMBA NDIAYENE,0,No
NIAGUIS,KOULOR,0,No
NIAGUIS,DIANKE MAKHA,0,No
NIAGUIS,BALA,0,No
NIAGUIS,BOYNGUEL BAMBA,0,No
NIAGUIS,MOUDERY,0,No
NIAGUIS,KENIEBA,0,No
NIAGUIS,BELE,0,No
NIAGUIS,OGO,0,No
NIAGUIS,AGNAM CIVOL,0,No
NIAGUIS,VELINGARA,1,No
NIAGUIS,ORKADIERE,0,No
NIAGUIS,OURO SIDY,0,No
BANDAFASSI,PARCELLES ASSAINIES,1,No
BANDAFASSI,ALMADIES,5,No
BANDAFASSI,GRAND DAKAR,2,No
BANDAFASSI,DAKAR PLATEAU,3,No
BANDAFASSI,GUEDIAWAYE,1,No
BANDAFASSI,PIKINE DAGOUDANE,1,No
BANDAFASSI,THIAROYE,1,No
BANDAFASSI,NIAYES,1,No
BANDAFASSI,RUFISQUE,1,No
BANDAFASSI,BAMBILOR,1,No
BANDAFASSI,KEUR MOUSSA,0,No
BANDAFASSI,SINDIA,0,No
BANDAFASSI,NOTTO,0,No
BANDAFASSI,THIENABA,0,No
BANDAFASSI,PAMBAL,0,No
BANDAFASSI,MEOUANE,0,No
BANDAFASSI,MERINA DAKHAR,0,No
BANDAFASSI,NIAKHENE,0,No
BANDAFASSI,THIES SUD,0,No
BANDAFASSI,THIES NORD,0,No
BANDAFASSI,FISSEL,0,No
BANDAFASSI,SESSENE,0,No
BANDAFASSI,TAIF,0,No
BANDAFASSI,KAEL,0,No
BANDAFASSI,NDAME,7,No
BANDAFASSI,NDOULO,0,No
BANDAFASSI,NDINDY,0,No
BANDAFASSI,NGOYE,0,No
BANDAFASSI,LAMBAYE,0,No
BANDAFASSI,BABA GARAGE,0,No
BANDAFASSI,COLOBANE,0,No
BANDAFASSI,NIAKHAR,0,No
BANDAFASSI,TATTAGUINE,0,No
BANDAFASSI,OUADIOUR,1,No
BANDAFASSI,NDIOB,0,No
BANDAFASSI,FIMELA,0,No
BANDAFASSI,NIODIOR,0,No
BANDAFASSI,TOUBACOUTA,0,No
BANDAFASSI,DJILOR,0,No
BANDAFASSI,SAKAL,0,No
BANDAFASSI,MEUR MOMAR SARR,0,No
BANDAFASSI,MBEDIENE,0,No
BANDAFASSI,COKI,0,No
BANDAFASSI,SAGATTA GUETH I,0,No
BANDAFASSI,SAGATTA GUETH II,0,No
BANDAFASSI,DAROU MOUSTY,0,No
BANDAFASSI,SAGATTA DJOLOF,0,No
BANDAFASSI,YANG YANG,0,No
BANDAFASSI,DODJI,0,No
BANDAFASSI,BARKEDJI,0,No
BANDAFASSI,MBADAKHOUNE,0,No
BANDAFASSI,NGUELOU,0,No
BANDAFASSI,NGOTHIE,0,No
BANDAFASSI,KOUMBAL,2,No
BANDAFASSI,NDIEDIENG,0,No
BANDAFASSI,PAOS KOTO,0,No
BANDAFASSI,WACK NGOUNA,0,No
BANDAFASSI,MEDINA SABAKH,0,No
BANDAFASSI,GNIBY,0,No
BANDAFASSI,DAROU MINAME II,0,No
BANDAFASSI,KATAKELKEUR MBOUCKI,0,No
BANDAFASSI,KEUR MBOUCKI,0,No
BANDAFASSI,SAGNA,0,No
BANDAFASSI,IDA MOURIDE,0,No
BANDAFASSI,MISSIRAH WADENE,0,No
BANDAFASSI,LOUR ESCALE,0,No
BANDAFASSI,MABO,0,No
BANDAFASSI,MBANE,0,No
BANDAFASSI,SALDE,0,No
BANDAFASSI,NDIAYE MBERESS,1,No
BANDAFASSI,GAMADJI SARRE,0,No
BANDAFASSI,CAS CAS,0,No
BANDAFASSI,RAO,0,No
BANDAFASSI,THILE BOUBACAR,0,No
BANDAFASSI,FAFACOUROU,0,No
BANDAFASSI,MAMPATIM,0,No
BANDAFASSI,NDORNA,0,No
BANDAFASSI,BONCONTO,0,No
BANDAFASSI,NIAMING,0,No
BANDAFASSI,DIOULACOLON,0,No
BANDAFASSI,SARE COLY SALE,1,No
BANDAFASSI,PAKOUR,0,No
BANDAFASSI,SARE BIDJI,2,No
BANDAFASSI,DJIBANAR,0,No
BANDAFASSI,DJIREDJI,0,No
BANDAFASSI,DIAROUME,0,No
BANDAFASSI,BONA,0,No
BANDAFASSI,KARANTABA,0,No
BANDAFASSI,DIENDE,0,No
BANDAFASSI,BOGHAL,0,No
BANDAFASSI,SIMBANDI BRASSOU,0,No
BANDAFASSI,DJIBABOUYA,0,No
BANDAFASSI,CABROUSSE,0,No
BANDAFASSI,LOUDIA OUOLOF,0,No
BANDAFASSI,SINDIAN,0,No
BANDAFASSI,TENGHORY,0,No
BANDAFASSI,KATABA I,0,No
BANDAFASSI,TENDOUCK,0,No
BANDAFASSI,NYASSIA,0,No
BANDAFASSI,NIAGUIS,0,No
BANDAFASSI,BEMBOU,5,No
BANDAFASSI,DAKATELY,2,No
BANDAFASSI,DAR SALAM,4,No
BANDAFASSI,FONGOLIMBI,1,No
BANDAFASSI,SABODALA,7,No
BANDAFASSI,KOUSSANAR,5,No
BANDAFASSI,MISSIRAH,2,No
BANDAFASSI,MAKACOULIBANTANG,0,No
BANDAFASSI,KOUTHIABA OUOLOF,0,No
BANDAFASSI,BAMBA NDIAYENE,0,No
BANDAFASSI,KOULOR,0,No
BANDAFASSI,DIANKE MAKHA,0,No
BANDAFASSI,BALA,0,No
BANDAFASSI,BOYNGUEL BAMBA,0,No
BANDAFASSI,MOUDERY,1,No
BANDAFASSI,KENIEBA,0,No
BANDAFASSI,BELE,0,No
BANDAFASSI,OGO,0,No
BANDAFASSI,AGNAM CIVOL,0,No
BANDAFASSI,VELINGARA,0,No
BANDAFASSI,ORKADIERE,0,No
BANDAFASSI,OURO SIDY,0,No
BEMBOU,PARCELLES ASSAINIES,0,No
BEMBOU,ALMADIES,1,No
BEMBOU,GRAND DAKAR,0,No
BEMBOU,DAKAR PLATEAU,0,No
BEMBOU,GUEDIAWAYE,0,No
BEMBOU,PIKINE DAGOUDANE,0,No
BEMBOU,THIAROYE,0,No
BEMBOU,NIAYES,2,No
BEMBOU,RUFISQUE,0,No
BEMBOU,BAMBILOR,0,No
BEMBOU,KEUR MOUSSA,0,No
BEMBOU,SINDIA,0,No
BEMBOU,NOTTO,0,No
BEMBOU,THIENABA,0,No
BEMBOU,PAMBAL,1,No
BEMBOU,MEOUANE,0,No
BEMBOU,MERINA DAKHAR,0,No
BEMBOU,NIAKHENE,0,No
BEMBOU,THIES SUD,0,No
BEMBOU,THIES NORD,0,No
BEMBOU,FISSEL,0,No
BEMBOU,SESSENE,0,No
BEMBOU,TAIF,0,No
BEMBOU,KAEL,0,No
BEMBOU,NDAME,0,No
BEMBOU,NDOULO,0,No
BEMBOU,NDINDY,0,No
BEMBOU,NGOYE,0,No
BEMBOU,LAMBAYE,0,No
BEMBOU,BABA GARAGE,0,No
BEMBOU,COLOBANE,0,No
BEMBOU,NIAKHAR,0,No
BEMBOU,TATTAGUINE,0,No
BEMBOU,OUADIOUR,0,No
BEMBOU,NDIOB,0,No
BEMBOU,FIMELA,0,No
BEMBOU,NIODIOR,0,No
BEMBOU,TOUBACOUTA,0,No
BEMBOU,DJILOR,0,No
BEMBOU,SAKAL,0,No
BEMBOU,MEUR MOMAR SARR,0,No
BEMBOU,MBEDIENE,0,No
BEMBOU,COKI,0,No
BEMBOU,SAGATTA GUETH I,0,No
BEMBOU,SAGATTA GUETH II,0,No
BEMBOU,DAROU MOUSTY,0,No
BEMBOU,SAGATTA DJOLOF,0,No
BEMBOU,YANG YANG,0,No
BEMBOU,DODJI,0,No
BEMBOU,BARKEDJI,0,No
BEMBOU,MBADAKHOUNE,0,No
BEMBOU,NGUELOU,0,No
BEMBOU,NGOTHIE,0,No
BEMBOU,KOUMBAL,0,No
BEMBOU,NDIEDIENG,0,No
BEMBOU,PAOS KOTO,0,No
BEMBOU,WACK NGOUNA,0,No
BEMBOU,MEDINA SABAKH,0,No
BEMBOU,GNIBY,0,No
BEMBOU,DAROU MINAME II,0,No
BEMBOU,KATAKELKEUR MBOUCKI,0,No
BEMBOU,KEUR MBOUCKI,0,No
BEMBOU,SAGNA,0,No
BEMBOU,IDA MOURIDE,0,No
BEMBOU,MISSIRAH WADENE,0,No
BEMBOU,LOUR ESCALE,0,No
BEMBOU,MABO,0,No
BEMBOU,MBANE,0,No
BEMBOU,SALDE,0,No
BEMBOU,NDIAYE MBERESS,0,No
BEMBOU,GAMADJI SARRE,0,No
BEMBOU,CAS CAS,0,No
BEMBOU,RAO,0,No
BEMBOU,THILE BOUBACAR,0,No
BEMBOU,FAFACOUROU,0,No
BEMBOU,MAMPATIM,0,No
BEMBOU,NDORNA,0,No
BEMBOU,BONCONTO,0,No
BEMBOU,NIAMING,0,No
BEMBOU,DIOULACOLON,0,No
BEMBOU,SARE COLY SALE,0,No
BEMBOU,PAKOUR,0,No
BEMBOU,SARE BIDJI,0,No
BEMBOU,DJIBANAR,0,No
BEMBOU,DJIREDJI,0,No
BEMBOU,DIAROUME,0,No
BEMBOU,BONA,0,No
BEMBOU,KARANTABA,0,No
BEMBOU,DIENDE,0,No
BEMBOU,BOGHAL,0,No
BEMBOU,SIMBANDI BRASSOU,0,No
BEMBOU,DJIBABOUYA,0,No
BEMBOU,CABROUSSE,0,No
BEMBOU,LOUDIA OUOLOF,0,No
BEMBOU,SINDIAN,0,No
BEMBOU,TENGHORY,0,No
BEMBOU,KATABA I,0,No
BEMBOU,TENDOUCK,0,No
BEMBOU,NYASSIA,0,No
BEMBOU,NIAGUIS,0,No
BEMBOU,BANDAFASSI,5,No
BEMBOU,DAKATELY,0,No
BEMBOU,DAR SALAM,0,No
BEMBOU,FONGOLIMBI,0,No
BEMBOU,SABODALA,0,No
BEMBOU,KOUSSANAR,0,No
BEMBOU,MISSIRAH,0,No
BEMBOU,MAKACOULIBANTANG,0,No
BEMBOU,KOUTHIABA OUOLOF,0,No
BEMBOU,BAMBA NDIAYENE,0,No
BEMBOU,KOULOR,0,No
BEMBOU,DIANKE MAKHA,0,No
BEMBOU,BALA,0,No
BEMBOU,BOYNGUEL BAMBA,0,No
BEMBOU,MOUDERY,0,No
BEMBOU,KENIEBA,0,No
BEMBOU,BELE,0,No
BEMBOU,OGO,0,No
BEMBOU,AGNAM CIVOL,0,No
BEMBOU,VELINGARA,0,No
BEMBOU,ORKADIERE,0,No
BEMBOU,OURO SIDY,0,No
DAKATELY,PARCELLES ASSAINIES,1,No
DAKATELY,ALMADIES,0,No
DAKATELY,GRAND DAKAR,0,No
DAKATELY,DAKAR PLATEAU,0,No
DAKATELY,GUEDIAWAYE,0,No
DAKATELY,PIKINE DAGOUDANE,0,No
DAKATELY,THIAROYE,0,No
DAKATELY,NIAYES,0,No
DAKATELY,RUFISQUE,0,No
DAKATELY,BAMBILOR,0,No
DAKATELY,KEUR MOUSSA,0,No
DAKATELY,SINDIA,0,No
DAKATELY,NOTTO,0,No
DAKATELY,THIENABA,0,No
DAKATELY,PAMBAL,0,No
DAKATELY,MEOUANE,0,No
DAKATELY,MERINA DAKHAR,0,No
DAKATELY,NIAKHENE,0,No
DAKATELY,THIES SUD,0,No
DAKATELY,THIES NORD,0,No
DAKATELY,FISSEL,0,No
DAKATELY,SESSENE,0,No
DAKATELY,TAIF,0,No
DAKATELY,KAEL,0,No
DAKATELY,NDAME,0,No
DAKATELY,NDOULO,0,No
DAKATELY,NDINDY,0,No
DAKATELY,NGOYE,0,No
DAKATELY,LAMBAYE,0,No
DAKATELY,BABA GARAGE,0,No
DAKATELY,COLOBANE,0,No
DAKATELY,NIAKHAR,0,No
DAKATELY,TATTAGUINE,0,No
DAKATELY,OUADIOUR,0,No
DAKATELY,NDIOB,0,No
DAKATELY,FIMELA,0,No
DAKATELY,NIODIOR,0,No
DAKATELY,TOUBACOUTA,0,No
DAKATELY,DJILOR,0,No
DAKATELY,SAKAL,0,No
DAKATELY,MEUR MOMAR SARR,0,No
DAKATELY,MBEDIENE,0,No
DAKATELY,COKI,0,No
DAKATELY,SAGATTA GUETH I,0,No
DAKATELY,SAGATTA GUETH II,0,No
DAKATELY,DAROU MOUSTY,0,No
DAKATELY,SAGATTA DJOLOF,0,No
DAKATELY,YANG YANG,0,No
DAKATELY,DODJI,0,No
DAKATELY,BARKEDJI,0,No
DAKATELY,MBADAKHOUNE,0,No
DAKATELY,NGUELOU,0,No
DAKATELY,NGOTHIE,0,No
DAKATELY,KOUMBAL,0,No
DAKATELY,NDIEDIENG,0,No
DAKATELY,PAOS KOTO,0,No
DAKATELY,WACK NGOUNA,0,No
DAKATELY,MEDINA SABAKH,0,No
DAKATELY,GNIBY,0,No
DAKATELY,DAROU MINAME II,0,No
DAKATELY,KATAKELKEUR MBOUCKI,0,No
DAKATELY,KEUR MBOUCKI,0,No
DAKATELY,SAGNA,0,No
DAKATELY,IDA MOURIDE,0,No
DAKATELY,MISSIRAH WADENE,0,No
DAKATELY,LOUR ESCALE,0,No
DAKATELY,MABO,0,No
DAKATELY,MBANE,0,No
DAKATELY,SALDE,0,No
DAKATELY,NDIAYE MBERESS,0,No
DAKATELY,GAMADJI SARRE,0,No
DAKATELY,CAS CAS,0,No
DAKATELY,RAO,0,No
DAKATELY,THILE BOUBACAR,0,No
DAKATELY,FAFACOUROU,0,No
DAKATELY,MAMPATIM,0,No
DAKATELY,NDORNA,0,No
DAKATELY,BONCONTO,0,No
DAKATELY,NIAMING,0,No
DAKATELY,DIOULACOLON,0,No
DAKATELY,SARE COLY SALE,0,No
DAKATELY,PAKOUR,0,No
DAKATELY,SARE BIDJI,0,No
DAKATELY,DJIBANAR,0,No
DAKATELY,DJIREDJI,0,No
DAKATELY,DIAROUME,0,No
DAKATELY,BONA,0,No
DAKATELY,KARANTABA,0,No
DAKATELY,DIENDE,0,No
DAKATELY,BOGHAL,0,No
DAKATELY,SIMBANDI BRASSOU,0,No
DAKATELY,DJIBABOUYA,0,No
DAKATELY,CABROUSSE,0,No
DAKATELY,LOUDIA OUOLOF,0,No
DAKATELY,SINDIAN,0,No
DAKATELY,TENGHORY,0,No
DAKATELY,KATABA I,0,No
DAKATELY,TENDOUCK,0,No
DAKATELY,NYASSIA,0,No
DAKATELY,NIAGUIS,0,No
DAKATELY,BANDAFASSI,2,No
DAKATELY,BEMBOU,0,No
DAKATELY,DAR SALAM,0,No
DAKATELY,FONGOLIMBI,0,No
DAKATELY,SABODALA,0,No
DAKATELY,KOUSSANAR,0,No
DAKATELY,MISSIRAH,0,No
DAKATELY,MAKACOULIBANTANG,0,No
DAKATELY,KOUTHIABA OUOLOF,0,No
DAKATELY,BAMBA NDIAYENE,0,No
DAKATELY,KOULOR,0,No
DAKATELY,DIANKE MAKHA,0,No
DAKATELY,BALA,0,No
DAKATELY,BOYNGUEL BAMBA,0,No
DAKATELY,MOUDERY,0,No
DAKATELY,KENIEBA,0,No
DAKATELY,BELE,0,No
DAKATELY,OGO,0,No
DAKATELY,AGNAM CIVOL,0,No
DAKATELY,VELINGARA,0,No
DAKATELY,ORKADIERE,0,No
DAKATELY,OURO SIDY,0,No
DAR SALAM,PARCELLES ASSAINIES,1,No
DAR SALAM,ALMADIES,0,No
DAR SALAM,GRAND DAKAR,0,No
DAR SALAM,DAKAR PLATEAU,0,No
DAR SALAM,GUEDIAWAYE,0,No
DAR SALAM,PIKINE DAGOUDANE,0,No
DAR SALAM,THIAROYE,0,No
DAR SALAM,NIAYES,0,No
DAR SALAM,RUFISQUE,0,No
DAR SALAM,BAMBILOR,0,No
DAR SALAM,KEUR MOUSSA,0,No
DAR SALAM,SINDIA,0,No
DAR SALAM,NOTTO,0,No
DAR SALAM,THIENABA,0,No
DAR SALAM,PAMBAL,0,No
DAR SALAM,MEOUANE,0,No
DAR SALAM,MERINA DAKHAR,0,No
DAR SALAM,NIAKHENE,0,No
DAR SALAM,THIES SUD,0,No
DAR SALAM,THIES NORD,0,No
DAR SALAM,FISSEL,0,No
DAR SALAM,SESSENE,0,No
DAR SALAM,TAIF,0,No
DAR SALAM,KAEL,0,No
DAR SALAM,NDAME,0,No
DAR SALAM,NDOULO,1,No
DAR SALAM,NDINDY,0,No
DAR SALAM,NGOYE,0,No
DAR SALAM,LAMBAYE,0,No
DAR SALAM,BABA GARAGE,0,No
DAR SALAM,COLOBANE,0,No
DAR SALAM,NIAKHAR,0,No
DAR SALAM,TATTAGUINE,0,No
DAR SALAM,OUADIOUR,0,No
DAR SALAM,NDIOB,0,No
DAR SALAM,FIMELA,0,No
DAR SALAM,NIODIOR,0,No
DAR SALAM,TOUBACOUTA,0,No
DAR SALAM,DJILOR,0,No
DAR SALAM,SAKAL,0,No
DAR SALAM,MEUR MOMAR SARR,0,No
DAR SALAM,MBEDIENE,0,No
DAR SALAM,COKI,0,No
DAR SALAM,SAGATTA GUETH I,0,No
DAR SALAM,SAGATTA GUETH II,0,No
DAR SALAM,DAROU MOUSTY,0,No
DAR SALAM,SAGATTA DJOLOF,0,No
DAR SALAM,YANG YANG,0,No
DAR SALAM,DODJI,0,No
DAR SALAM,BARKEDJI,0,No
DAR SALAM,MBADAKHOUNE,0,No
DAR SALAM,NGUELOU,0,No
DAR SALAM,NGOTHIE,0,No
DAR SALAM,KOUMBAL,0,No
DAR SALAM,NDIEDIENG,0,No
DAR SALAM,PAOS KOTO,0,No
DAR SALAM,WACK NGOUNA,0,No
DAR SALAM,MEDINA SABAKH,0,No
DAR SALAM,GNIBY,0,No
DAR SALAM,DAROU MINAME II,0,No
DAR SALAM,KATAKELKEUR MBOUCKI,0,No
DAR SALAM,KEUR MBOUCKI,0,No
DAR SALAM,SAGNA,0,No
DAR SALAM,IDA MOURIDE,0,No
DAR SALAM,MISSIRAH WADENE,0,No
DAR SALAM,LOUR ESCALE,0,No
DAR SALAM,MABO,0,No
DAR SALAM,MBANE,0,No
DAR SALAM,SALDE,0,No
DAR SALAM,NDIAYE MBERESS,0,No
DAR SALAM,GAMADJI SARRE,0,No
DAR SALAM,CAS CAS,0,No
DAR SALAM,RAO,0,No
DAR SALAM,THILE BOUBACAR,0,No
DAR SALAM,FAFACOUROU,0,No
DAR SALAM,MAMPATIM,0,No
DAR SALAM,NDORNA,0,No
DAR SALAM,BONCONTO,0,No
DAR SALAM,NIAMING,0,No
DAR SALAM,DIOULACOLON,0,No
DAR SALAM,SARE COLY SALE,0,No
DAR SALAM,PAKOUR,0,No
DAR SALAM,SARE BIDJI,0,No
DAR SALAM,DJIBANAR,0,No
DAR SALAM,DJIREDJI,0,No
DAR SALAM,DIAROUME,0,No
DAR SALAM,BONA,0,No
DAR SALAM,KARANTABA,0,No
DAR SALAM,DIENDE,0,No
DAR SALAM,BOGHAL,0,No
DAR SALAM,SIMBANDI BRASSOU,0,No
DAR SALAM,DJIBABOUYA,0,No
DAR SALAM,CABROUSSE,0,No
DAR SALAM,LOUDIA OUOLOF,0,No
DAR SALAM,SINDIAN,0,No
DAR SALAM,TENGHORY,0,No
DAR SALAM,KATABA I,0,No
DAR SALAM,TENDOUCK,0,No
DAR SALAM,NYASSIA,0,No
DAR SALAM,NIAGUIS,0,No
DAR SALAM,BANDAFASSI,1,No
DAR SALAM,BEMBOU,0,No
DAR SALAM,DAKATELY,0,No
DAR SALAM,FONGOLIMBI,0,No
DAR SALAM,SABODALA,0,No
DAR SALAM,KOUSSANAR,0,No
DAR SALAM,MISSIRAH,0,No
DAR SALAM,MAKACOULIBANTANG,0,No
DAR SALAM,KOUTHIABA OUOLOF,0,No
DAR SALAM,BAMBA NDIAYENE,0,No
DAR SALAM,KOULOR,0,No
DAR SALAM,DIANKE MAKHA,0,No
DAR SALAM,BALA,0,No
DAR SALAM,BOYNGUEL BAMBA,0,No
DAR SALAM,MOUDERY,0,No
DAR SALAM,KENIEBA,0,No
DAR SALAM,BELE,0,No
DAR SALAM,OGO,0,No
DAR SALAM,AGNAM CIVOL,0,No
DAR SALAM,VELINGARA,0,No
DAR SALAM,ORKADIERE,0,No
DAR SALAM,OURO SIDY,0,No
FONGOLIMBI,PARCELLES ASSAINIES,0,No
FONGOLIMBI,ALMADIES,0,No
FONGOLIMBI,GRAND DAKAR,0,No
FONGOLIMBI,DAKAR PLATEAU,0,No
FONGOLIMBI,GUEDIAWAYE,0,No
FONGOLIMBI,PIKINE DAGOUDANE,0,No
FONGOLIMBI,THIAROYE,0,No
FONGOLIMBI,NIAYES,0,No
FONGOLIMBI,RUFISQUE,0,No
FONGOLIMBI,BAMBILOR,0,No
FONGOLIMBI,KEUR MOUSSA,0,No
FONGOLIMBI,SINDIA,0,No
FONGOLIMBI,NOTTO,0,No
FONGOLIMBI,THIENABA,0,No
FONGOLIMBI,PAMBAL,0,No
FONGOLIMBI,MEOUANE,0,No
FONGOLIMBI,MERINA DAKHAR,0,No
FONGOLIMBI,NIAKHENE,0,No
FONGOLIMBI,THIES SUD,0,No
FONGOLIMBI,THIES NORD,0,No
FONGOLIMBI,FISSEL,0,No
FONGOLIMBI,SESSENE,0,No
FONGOLIMBI,TAIF,0,No
FONGOLIMBI,KAEL,0,No
FONGOLIMBI,NDAME,0,No
FONGOLIMBI,NDOULO,0,No
FONGOLIMBI,NDINDY,0,No
FONGOLIMBI,NGOYE,0,No
FONGOLIMBI,LAMBAYE,0,No
FONGOLIMBI,BABA GARAGE,0,No
FONGOLIMBI,COLOBANE,0,No
FONGOLIMBI,NIAKHAR,0,No
FONGOLIMBI,TATTAGUINE,0,No
FONGOLIMBI,OUADIOUR,0,No
FONGOLIMBI,NDIOB,0,No
FONGOLIMBI,FIMELA,0,No
FONGOLIMBI,NIODIOR,0,No
FONGOLIMBI,TOUBACOUTA,0,No
FONGOLIMBI,DJILOR,0,No
FONGOLIMBI,SAKAL,0,No
FONGOLIMBI,MEUR MOMAR SARR,0,No
FONGOLIMBI,MBEDIENE,0,No
FONGOLIMBI,COKI,0,No
FONGOLIMBI,SAGATTA GUETH I,0,No
FONGOLIMBI,SAGATTA GUETH II,0,No
FONGOLIMBI,DAROU MOUSTY,0,No
FONGOLIMBI,SAGATTA DJOLOF,0,No
FONGOLIMBI,YANG YANG,0,No
FONGOLIMBI,DODJI,0,No
FONGOLIMBI,BARKEDJI,0,No
FONGOLIMBI,MBADAKHOUNE,0,No
FONGOLIMBI,NGUELOU,0,No
FONGOLIMBI,NGOTHIE,0,No
FONGOLIMBI,KOUMBAL,0,No
FONGOLIMBI,NDIEDIENG,0,No
FONGOLIMBI,PAOS KOTO,0,No
FONGOLIMBI,WACK NGOUNA,0,No
FONGOLIMBI,MEDINA SABAKH,0,No
FONGOLIMBI,GNIBY,0,No
FONGOLIMBI,DAROU MINAME II,0,No
FONGOLIMBI,KATAKELKEUR MBOUCKI,0,No
FONGOLIMBI,KEUR MBOUCKI,0,No
FONGOLIMBI,SAGNA,0,No
FONGOLIMBI,IDA MOURIDE,0,No
FONGOLIMBI,MISSIRAH WADENE,0,No
FONGOLIMBI,LOUR ESCALE,0,No
FONGOLIMBI,MABO,0,No
FONGOLIMBI,MBANE,0,No
FONGOLIMBI,SALDE,0,No
FONGOLIMBI,NDIAYE MBERESS,0,No
FONGOLIMBI,GAMADJI SARRE,0,No
FONGOLIMBI,CAS CAS,0,No
FONGOLIMBI,RAO,0,No
FONGOLIMBI,THILE BOUBACAR,0,No
FONGOLIMBI,FAFACOUROU,0,No
FONGOLIMBI,MAMPATIM,0,No
FONGOLIMBI,NDORNA,0,No
FONGOLIMBI,BONCONTO,0,No
FONGOLIMBI,NIAMING,0,No
FONGOLIMBI,DIOULACOLON,0,No
FONGOLIMBI,SARE COLY SALE,0,No
FONGOLIMBI,PAKOUR,0,No
FONGOLIMBI,SARE BIDJI,0,No
FONGOLIMBI,DJIBANAR,0,No
FONGOLIMBI,DJIREDJI,0,No
FONGOLIMBI,DIAROUME,0,No
FONGOLIMBI,BONA,0,No
FONGOLIMBI,KARANTABA,0,No
FONGOLIMBI,DIENDE,0,No
FONGOLIMBI,BOGHAL,0,No
FONGOLIMBI,SIMBANDI BRASSOU,0,No
FONGOLIMBI,DJIBABOUYA,0,No
FONGOLIMBI,CABROUSSE,0,No
FONGOLIMBI,LOUDIA OUOLOF,0,No
FONGOLIMBI,SINDIAN,0,No
FONGOLIMBI,TENGHORY,0,No
FONGOLIMBI,KATABA I,0,No
FONGOLIMBI,TENDOUCK,0,No
FONGOLIMBI,NYASSIA,0,No
FONGOLIMBI,NIAGUIS,0,No
FONGOLIMBI,BANDAFASSI,3,No
FONGOLIMBI,BEMBOU,0,No
FONGOLIMBI,DAKATELY,0,No
FONGOLIMBI,DAR SALAM,0,No
FONGOLIMBI,SABODALA,0,No
FONGOLIMBI,KOUSSANAR,0,No
FONGOLIMBI,MISSIRAH,0,No
FONGOLIMBI,MAKACOULIBANTANG,0,No
FONGOLIMBI,KOUTHIABA OUOLOF,0,No
FONGOLIMBI,BAMBA NDIAYENE,0,No
FONGOLIMBI,KOULOR,0,No
FONGOLIMBI,DIANKE MAKHA,0,No
FONGOLIMBI,BALA,0,No
FONGOLIMBI,BOYNGUEL BAMBA,0,No
FONGOLIMBI,MOUDERY,0,No
FONGOLIMBI,KENIEBA,0,No
FONGOLIMBI,BELE,0,No
FONGOLIMBI,OGO,0,No
FONGOLIMBI,AGNAM CIVOL,0,No
FONGOLIMBI,VELINGARA,0,No
FONGOLIMBI,ORKADIERE,0,No
FONGOLIMBI,OURO SIDY,0,No
SABODALA,PARCELLES ASSAINIES,1,No
SABODALA,ALMADIES,2,No
SABODALA,GRAND DAKAR,0,No
SABODALA,DAKAR PLATEAU,0,No
SABODALA,GUEDIAWAYE,0,No
SABODALA,PIKINE DAGOUDANE,0,No
SABODALA,THIAROYE,0,No
SABODALA,NIAYES,0,No
SABODALA,RUFISQUE,1,No
SABODALA,BAMBILOR,2,No
SABODALA,KEUR MOUSSA,0,No
SABODALA,SINDIA,0,No
SABODALA,NOTTO,0,No
SABODALA,THIENABA,0,No
SABODALA,PAMBAL,3,No
SABODALA,MEOUANE,0,No
SABODALA,MERINA DAKHAR,0,No
SABODALA,NIAKHENE,0,No
SABODALA,THIES SUD,0,No
SABODALA,THIES NORD,0,No
SABODALA,FISSEL,0,No
SABODALA,SESSENE,0,No
SABODALA,TAIF,0,No
SABODALA,KAEL,0,No
SABODALA,NDAME,1,No
SABODALA,NDOULO,1,No
SABODALA,NDINDY,0,No
SABODALA,NGOYE,0,No
SABODALA,LAMBAYE,0,No
SABODALA,BABA GARAGE,0,No
SABODALA,COLOBANE,0,No
SABODALA,NIAKHAR,0,No
SABODALA,TATTAGUINE,0,No
SABODALA,OUADIOUR,0,No
SABODALA,NDIOB,0,No
SABODALA,FIMELA,0,No
SABODALA,NIODIOR,0,No
SABODALA,TOUBACOUTA,0,No
